Date,Portfolio,Rep,Sector,High,Low
2019-04-30 00:00:00,P5,George,Financials,79.893,55.0172
2019-04-30 00:00:00,P1,Ringo,Financials,48.7123,30.8798
2019-04-30 00:00:00,P2,John,Information Technology,95.95,71.867908
2019-04-30 00:00:00,P3,Paul,Financials,163,112.521248
2019-04-30 00:00:00,P4,George,Utilities,50.85,40.2486
2019-04-30 00:00:00,P5,Ringo,Consumer Staples,49.10115,39.4156
2019-04-30 00:00:00,P1,John,Information Technology,80.8656,53.6648
2019-04-30 00:00:00,P2,Paul,Consumer Staples,77.1309,64.9348
2019-04-30 00:00:00,P3,George,Consumer Discretionary,44.88,34.0844
2019-04-30 00:00:00,P4,Ringo,Financials,96.2164,62.7592
2019-04-30 00:00:00,P5,John,Consumer Staples,41.2632,31.5168
2019-04-30 00:00:00,P1,Paul,Energy,161.2809,104.5954
2019-04-30 00:00:00,P2,George,Energy,61.92815,41.4197
2019-04-30 00:00:00,P3,Ringo,Utilities,91.494,71.1774
2019-04-30 00:00:00,P4,John,Consumer Staples,229.5,148.9698
2019-04-30 00:00:00,P5,Paul,Information Technology,34.398,25.7838
2019-04-30 00:00:00,P1,George,Consumer Staples,197.8812,147
2019-04-30 00:00:00,P2,Ringo,Consumer Staples,20.96325,13.9552
2019-04-30 00:00:00,P3,John,Real Estate,112.6706,85.1914
2019-04-30 00:00:00,P4,Paul,Information Technology,33.79,26.8324
2019-04-30 00:00:00,P5,George,Industrials,58.8392,44.5018
2019-04-30 00:00:00,P1,Ringo,Industrials,190.2964,140.953498
2019-04-30 00:00:00,P2,John,Consumer Staples,82.32,65.121
2019-04-30 00:00:00,P3,Paul,Consumer Discretionary,53.8532,28.784168
2019-04-30 00:00:00,P4,George,Health Care,102.7236,77.3906
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,100.11,70.266
2019-04-30 00:00:00,P1,John,Health Care,80.71,51.4598
2019-04-30 00:00:00,P2,Paul,Industrials,168.5208,104.5856
2019-04-30 00:00:00,P3,George,Industrials,62.0058,42.9338
2019-04-30 00:00:00,P4,Ringo,Health Care,67.6004,51.4843
2019-04-30 00:00:00,P5,John,Energy,48.195,28.218806
2019-04-30 00:00:00,P1,Paul,Real Estate,127.23,99.07898
2019-04-30 00:00:00,P2,George,Financials,83.5686,56.35
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,30.5525,15.6702
2019-04-30 00:00:00,P4,John,Consumer Discretionary,29.7636,14.6902
2019-04-30 00:00:00,P5,Paul,Consumer Discretionary,65.835,41.6304
2019-04-30 00:00:00,P1,George,Consumer Discretionary,103.7036,64.6506
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,116.65,64.3174
2019-04-30 00:00:00,P3,John,Utilities,83.594,70.1582
2019-04-30 00:00:00,P4,Paul,Industrials,111.2412,73.9998
2019-04-30 00:00:00,P5,George,Materials,76.3092,62.7298
2019-04-30 00:00:00,P1,Ringo,Consumer Staples,125.3835,81.5654
2019-04-30 00:00:00,P2,John,Utilities,116.74,94.6288
2019-04-30 00:00:00,P3,Paul,Utilities,91.8,71.4714
2019-04-30 00:00:00,P4,George,Real Estate,29.8386,24.2354
2019-04-30 00:00:00,P5,Ringo,Information Technology,100.891,66.4048
2019-04-30 00:00:00,P1,John,Financials,56,31.605
2019-04-30 00:00:00,P2,Paul,Materials,106.1616,74.4996
2019-04-30 00:00:00,P3,George,Industrials,91.647,68.061
2019-04-30 00:00:00,P4,Ringo,Information Technology,47.4599,31.2522
2019-04-30 00:00:00,P5,John,Materials,141.905,117.2178
2019-04-30 00:00:00,P1,Paul,Utilities,81.7124,57.5848
2019-04-30 00:00:00,P2,George,Health Care,137.0952,87.416
2019-04-30 00:00:00,P3,Ringo,Information Technology,128.3898,79.6446
2019-04-30 00:00:00,P4,John,Industrials,75.939,55.6346
2019-04-30 00:00:00,P5,Paul,Utilities,87.0705,68.2374
2019-04-30 00:00:00,P1,George,Health Care,74.46,23.2946
2019-04-30 00:00:00,P2,Ringo,Energy,117.81,80.3502
2019-04-30 00:00:00,P3,John,Energy,67.84,46.1874
2019-04-30 00:00:00,P4,Paul,Industrials,145.5498,88.9056
2019-04-30 00:00:00,P5,George,Real Estate,500.29845,354.662
2019-04-30 00:00:00,P1,Ringo,Real Estate,69.0459,54.9486
2019-04-30 00:00:00,P2,John,Real Estate,270.04,209.7494
2019-04-30 00:00:00,P3,Paul,Consumer Staples,140.1274,80.0562
2019-04-30 00:00:00,P4,George,Financials,274.3983,204.6338
2019-04-30 00:00:00,P5,Ringo,Utilities,66.15,54.096
2019-04-30 00:00:00,P1,John,Utilities,42.67,32.634
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,164.22,113.239
2019-04-30 00:00:00,P3,George,Industrials,66.1892,50.9208
2019-04-30 00:00:00,P4,Ringo,Health Care,84.31985,54.684
2019-04-30 00:00:00,P5,John,Real Estate,88.56,69.9132
2019-04-30 00:00:00,P1,Paul,Energy,87.514,74.529
2019-04-30 00:00:00,P2,George,Information Technology,146.51,112.3374
2019-04-30 00:00:00,P3,Ringo,Information Technology,195.32,129.7912
2019-04-30 00:00:00,P4,John,Industrials,56.6587,38.9942
2019-04-30 00:00:00,P5,Paul,Real Estate,142.3521,107.5452
2019-04-30 00:00:00,P1,George,Industrials,274.66,179.2322
2019-04-30 00:00:00,P2,Ringo,Information Technology,103.65,76.0774
2019-04-30 00:00:00,P3,John,Financials,34.2491,22.736
2019-04-30 00:00:00,P4,Paul,Utilities,35.9244,27.3714
2019-04-30 00:00:00,P5,George,Information Technology,141.316,104.076
2019-04-30 00:00:00,P1,Ringo,Information Technology,53.4088,33.075
2019-04-30 00:00:00,P2,John,Industrials,50.8816,36.7598
2019-04-30 00:00:00,P3,Paul,Industrials,62.7109,36.294398
2019-04-30 00:00:00,P4,George,Materials,100.674,55.3994
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,77.86,27.8516
2019-04-30 00:00:00,P1,John,Consumer Discretionary,13.6148,9.9862
2019-04-30 00:00:00,P2,Paul,Industrials,75.1464,53.786712
2019-04-30 00:00:00,P3,George,Industrials,73.62,54.145
2019-04-30 00:00:00,P4,Ringo,Financials,47.65,36.2698
2019-04-30 00:00:00,P5,John,Materials,20.0475,10.829
2019-04-30 00:00:00,P1,Paul,Consumer Discretionary,34.9664,20.5996
2019-04-30 00:00:00,P2,George,Consumer Discretionary,63.6608,47.53
2019-04-30 00:00:00,P3,Ringo,Information Technology,140.7384,96.0008
2019-04-30 00:00:00,P4,John,Industrials,227.2446,178.3012
2019-04-30 00:00:00,P5,Paul,Industrials,29.9782,14.4158
2019-04-30 00:00:00,P1,George,Real Estate,25.72,18.4534
2019-04-30 00:00:00,P2,Ringo,Consumer Staples,65.0046,48.657
2019-04-30 00:00:00,P3,John,Consumer Discretionary,46.76,31.2816
2019-04-30 00:00:00,P4,Paul,Consumer Discretionary,109.905,78.2628
2019-04-30 00:00:00,P5,George,Health Care,87.7492,62.48382
2019-04-30 00:00:00,P1,Ringo,Information Technology,115.5252,74.9406
2019-04-30 00:00:00,P2,John,Financials,271.0521,205.4276
2019-04-30 00:00:00,P3,Paul,Consumer Discretionary,36.828,28.2338
2019-04-30 00:00:00,P4,George,Industrials,292.1821,151.9
2019-04-30 00:00:00,P5,Ringo,Energy,57.86,37.41738
2019-04-30 00:00:00,P1,John,Consumer Discretionary,25.9873,18.522
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,63.4,43.6296
2019-04-30 00:00:00,P3,George,Information Technology,157.4566,102.0768
2019-04-30 00:00:00,P4,Ringo,Financials,58.608,45.423
2019-04-30 00:00:00,P5,John,Consumer Discretionary,116.2,86.1616
2019-04-30 00:00:00,P1,Paul,Health Care,106.84,69.7564
2019-04-30 00:00:00,P2,George,Real Estate,34.3434,22.344
2019-04-30 00:00:00,P3,Ringo,Energy,74.2698,41.3168
2019-04-30 00:00:00,P4,John,Health Care,95.3649,63.9744
2019-04-30 00:00:00,P5,Paul,Energy,56.5896,36.505
2019-04-30 00:00:00,P1,George,Information Technology,24.88,12.5587
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,88.11,54.6742
2019-04-30 00:00:00,P3,John,Health Care,47.736,35.0448
2019-04-30 00:00:00,P4,Paul,Consumer Discretionary,205.52895,134.0836
2019-04-30 00:00:00,P5,George,Industrials,166.7813,116.9238
2019-04-30 00:00:00,P1,Ringo,Consumer Staples,37.62,29.155
2019-04-30 00:00:00,P2,John,Real Estate,21.0994,16.9148
2019-04-30 00:00:00,P3,Paul,Information Technology,24.1,15.0822
2019-04-30 00:00:00,P4,George,Health Care,299.217,185.2298
2019-04-30 00:00:00,P5,Ringo,Financials,16.1994,11.8972
2019-04-30 00:00:00,P1,John,Industrials,248.3712,179.7516
2019-04-30 00:00:00,P2,Paul,Health Care,194.7554,137.8174
2019-04-30 00:00:00,P3,George,Industrials,50.1738,37.0636
2019-04-30 00:00:00,P4,Ringo,Industrials,179.07,123.9896
2019-04-30 00:00:00,P5,John,Health Care,251.4597,154.859894
2019-04-30 00:00:00,P1,Paul,Health Care,154.6815,82.5258
2019-04-30 00:00:00,P2,George,Industrials,98.6467,75.7148
2019-04-30 00:00:00,P3,Ringo,Information Technology,51.867,32.5654
2019-04-30 00:00:00,P4,John,Financials,74.615044,55.664
2019-04-30 00:00:00,P5,Paul,Information Technology,180.9621,136.3474
2019-04-30 00:00:00,P1,George,Materials,67.6094,48.608
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,25.9671,17.934
2019-04-30 00:00:00,P3,John,Materials,154.252,113.974
2019-04-30 00:00:00,P4,Paul,Information Technology,172.2959,109.662
2019-04-30 00:00:00,P5,George,Health Care,442.96,228.4443014
2019-04-30 00:00:00,P1,Ringo,Financials,38.0457,28.7728
2019-04-30 00:00:00,P2,John,Health Care,110.67,74.4212
2019-04-30 00:00:00,P3,Paul,Real Estate,42.3606,31.409
2019-04-30 00:00:00,P4,George,Industrials,126.49,81.683
2019-04-30 00:00:00,P5,Ringo,Industrials,71.4582,48.3238
2019-04-30 00:00:00,P1,John,Consumer Staples,143.68,97.5737
2019-04-30 00:00:00,P2,Paul,Health Care,146.8368,110.887
2019-04-30 00:00:00,P3,George,Industrials,43.4826,33.8198
2019-04-30 00:00:00,P4,Ringo,Financials,117.3529,80.0023
2019-04-30 00:00:00,P5,John,Information Technology,30.6504,23.3926
2019-04-30 00:00:00,P1,Paul,Industrials,114.85,79.9092
2019-04-30 00:00:00,P2,George,Consumer Staples,76.69,57.5848
2019-04-30 00:00:00,P3,Ringo,Financials,22.6644,15.9544
2019-04-30 00:00:00,P4,John,Consumer Staples,136.21,107.4766
2019-04-30 00:00:00,P5,Paul,Real Estate,25.15,14.0434
2019-04-30 00:00:00,P1,George,Energy,22.5225,16.2288
2019-04-30 00:00:00,P2,Ringo,Information Technology,119.217,84.6034
2019-04-30 00:00:00,P3,John,Consumer Discretionary,70.5228,34.4568
2019-04-30 00:00:00,P4,Paul,Consumer Staples,96.7923,70.609
2019-04-30 00:00:00,P5,George,Consumer Staples,34.4025,19.2962
2019-04-30 00:00:00,P1,Ringo,Consumer Discretionary,62.469,34.3
2019-04-30 00:00:00,P2,John,Industrials,220.89205,156.2414
2019-04-30 00:00:00,P3,Paul,Health Care,178.0807,127.68616
2019-04-30 00:00:00,P4,George,Information Technology,219.7,110.934236
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,56.0694,41.16
2019-04-30 00:00:00,P1,John,Consumer Discretionary,72.8917,42.77411194
2019-04-30 00:00:00,P2,Paul,Financials,28.017,21.7854
2019-04-30 00:00:00,P3,George,Health Care,87.3082,74.1958
2019-04-30 00:00:00,P4,Ringo,Financials,84.9464,60.221
2019-04-30 00:00:00,P5,John,Consumer Discretionary,43.421301,27.293
2019-04-30 00:00:00,P1,Paul,Industrials,361.79,251.272
2019-04-30 00:00:00,P2,George,Financials,53.0541,44.1098
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,106.8004,69.3448
2019-04-30 00:00:00,P4,John,Materials,124.389,76.4498
2019-04-30 00:00:00,P5,Paul,Financials,193.85,138.2976
2019-04-30 00:00:00,P1,George,Real Estate,69.0327,51.0776
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,33.3927,17.0569
2019-04-30 00:00:00,P3,John,Energy,19.1296,10.339
2019-04-30 00:00:00,P4,Paul,Energy,73.53,46.4422
2019-04-30 00:00:00,P5,George,Consumer Discretionary,150.7021,83.66505
2019-04-30 00:00:00,P1,Ringo,Financials,86.54,67.9434
2019-04-30 00:00:00,P2,John,Materials,249.2064,187.2682
2019-04-30 00:00:00,P3,Paul,Industrials,46.445,30.6642
2019-04-30 00:00:00,P4,George,Information Technology,180.6522,103.684
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,26.563,12.4558
2019-04-30 00:00:00,P1,John,Consumer Staples,111.8634,88.445
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,180.487,121.8728
2019-04-30 00:00:00,P3,George,Health Care,178.86,131.1436
2019-04-30 00:00:00,P4,Ringo,Health Care,90.6172,73.9312
2019-04-30 00:00:00,P5,John,Health Care,66.132,52.5574
2019-04-30 00:00:00,P1,Paul,Financials,56.0142,43.6884
2019-04-30 00:00:00,P2,George,Health Care,704.2326,450.1532
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,38.7941,24.647
2019-04-30 00:00:00,P4,John,Consumer Discretionary,68.551,31.7324
2019-04-30 00:00:00,P5,Paul,Information Technology,97.1866,68.3648
2019-04-30 00:00:00,P1,George,Information Technology,49.89,22.1872
2019-04-30 00:00:00,P2,Ringo,Information Technology,97.9914,61.9556
2019-04-30 00:00:00,P3,John,Real Estate,113.169,85.211
2019-04-30 00:00:00,P4,Paul,Consumer Discretionary,286.85,205.702
2019-04-30 00:00:00,P5,George,Consumer Staples,100.0972,74.2742
2019-04-30 00:00:00,P1,Ringo,Consumer Staples,46.2854,38.4062
2019-04-30 00:00:00,P2,John,Materials,120.687,104.8306
2019-04-30 00:00:00,P3,Paul,Consumer Staples,71.6193,40.1996
2019-04-30 00:00:00,P4,George,Financials,170.5746,104.3504
2019-04-30 00:00:00,P5,Ringo,Financials,58.6305,39.2588
2019-04-30 00:00:00,P1,John,Information Technology,108.8578,75.6854
2019-04-30 00:00:00,P2,Paul,Health Care,48.7764,28.8022
2019-04-30 00:00:00,P3,George,Financials,84.9558,64.6604
2019-04-30 00:00:00,P4,Ringo,Energy,42.7329,29.302
2019-04-30 00:00:00,P5,John,Financials,16.8003,11.25138
2019-04-30 00:00:00,P1,Paul,Information Technology,62.778702,36.6814
2019-04-30 00:00:00,P2,George,Information Technology,292.5462,135.4948
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,54.5292,23.373
2019-04-30 00:00:00,P4,John,Energy,43.3026,23.9218
2019-04-30 00:00:00,P5,Paul,Materials,41.6196,30.7916
2019-04-30 00:00:00,P1,George,Consumer Discretionary,17.29,11.76
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,17.346,12.103
2019-04-30 00:00:00,P3,John,Utilities,161.2364,121.6964
2019-04-30 00:00:00,P4,Paul,Industrials,46.1873,33.5356
2019-04-30 00:00:00,P5,George,Consumer Discretionary,69.5183,49.343
2019-04-30 00:00:00,P1,Ringo,Utilities,27.2048,21.4914
2019-04-30 00:00:00,P2,John,Energy,38.808,22.5253
2019-04-30 00:00:00,P3,Paul,Consumer Discretionary,52.47,37.036552
2019-04-30 00:00:00,P4,George,Industrials,158.721399,107.0846
2019-04-30 00:00:00,P5,Ringo,Financials,109.9991,81.5066
2019-04-30 00:00:00,P1,John,Industrials,349.18,227.3404
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,60.2504,46.0208
2019-04-30 00:00:00,P3,George,Utilities,29.4822,14.2296
2019-04-30 00:00:00,P4,Ringo,Materials,70.48,50.6366
2019-04-30 00:00:00,P5,John,Information Technology,254.2554,93.2666
2019-04-30 00:00:00,P1,Paul,Consumer Discretionary,276.4377,166.0414
2019-04-30 00:00:00,P2,George,Energy,78.09,56.056
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,88.4442,64.0136
2019-04-30 00:00:00,P4,John,Energy,61.36,46.1972
2019-04-30 00:00:00,P5,Paul,Information Technology,53.14,39.2098
2019-04-30 00:00:00,P1,George,Industrials,80.4869,60.6914
2019-04-30 00:00:00,P2,Ringo,Materials,131.1316,86.7006
2019-04-30 00:00:00,P3,John,Industrials,208.544,142.4724
2019-04-30 00:00:00,P4,Paul,Health Care,47.81205,31.4286
2019-04-30 00:00:00,P5,George,Information Technology,71.638,53.116
2019-04-30 00:00:00,P1,Ringo,Information Technology,87.1832,39.1216
2019-04-30 00:00:00,P2,John,Industrials,74.0916,56.4774
2019-04-30 00:00:00,P3,Paul,Financials,20.3414,15.6457
2019-04-30 00:00:00,P4,George,Consumer Staples,122.51,102.6746
2019-04-30 00:00:00,P5,Ringo,Health Care,82.8002,51.5774
2019-04-30 00:00:00,P1,John,Health Care,97.8486,62.4064
2019-04-30 00:00:00,P2,Paul,Health Care,39.0357,31.0366
2019-04-30 00:00:00,P3,George,Utilities,73.0014,37.681
2019-04-30 00:00:00,P4,Ringo,Consumer Staples,124.7855,94.7268
2019-04-30 00:00:00,P5,John,Energy,106.3953,73.6323
2019-04-30 00:00:00,P1,Paul,Utilities,93.4048,72.3338
2019-04-30 00:00:00,P2,George,Energy,199.83,122.9508
2019-04-30 00:00:00,P3,Ringo,Financials,161.6707,112.945
2019-04-30 00:00:00,P4,John,Consumer Discretionary,121.7166,64.7388
2019-04-30 00:00:00,P5,Paul,Materials,120.849003,97.5786
2019-04-30 00:00:00,P1,George,Utilities,39.798,28.6209
2019-04-30 00:00:00,P2,Ringo,Materials,170.289,113.2194
2019-04-30 00:00:00,P3,John,Consumer Discretionary,2047.3101,1557.22
2019-04-30 00:00:00,P4,Paul,Financials,75.585,57.761298
2019-04-30 00:00:00,P5,George,Consumer Staples,96.5634,78.498
2019-04-30 00:00:00,P1,Ringo,Financials,57.085,36.1032
2019-04-30 00:00:00,P2,John,Real Estate,67.53,47.7162
2019-04-30 00:00:00,P3,Paul,Financials,127.14,95.9224
2019-04-30 00:00:00,P4,George,Utilities,53.8128,40.8366
2019-04-30 00:00:00,P5,Ringo,Real Estate,236.8542,177.306892
2019-04-30 00:00:00,P1,John,Consumer Discretionary,35.5621,20.6388
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,161.1192,82.8394
2019-04-30 00:00:00,P3,George,Information Technology,84.3876,61.4264
2019-04-30 00:00:00,P4,Ringo,Information Technology,68.5872,47.9416
2019-04-30 00:00:00,P5,John,Industrials,40.9071,29.6254
2019-04-30 00:00:00,P1,Paul,Health Care,110.7057,88.298
2019-04-30 00:00:00,P2,George,Energy,34.7718,12.446
2019-04-30 00:00:00,P3,Ringo,Financials,100.091,69.923
2019-04-30 00:00:00,P4,John,Industrials,217.719,144.9028
2019-04-30 00:00:00,P5,Paul,Real Estate,64.236,47.9122
2019-04-30 00:00:00,P1,George,Information Technology,138.4854,76.9104
2019-04-30 00:00:00,P2,Ringo,Real Estate,72.7705,55.5268
2019-04-30 00:00:00,P3,John,Health Care,532.680764,313.11
2019-04-30 00:00:00,P4,Paul,Financials,19.502,12.74
2019-04-30 00:00:00,P5,George,Industrials,70.788,56.3794
2019-04-30 00:00:00,P1,Ringo,Health Care,102.6844,65.6992
2019-04-30 00:00:00,P2,John,Industrials,59.9841,42.0616
2019-04-30 00:00:00,P3,Paul,Industrials,212.8272,144.7166
2019-04-30 00:00:00,P4,George,Industrials,141.0263,88.102
2019-04-30 00:00:00,P5,Ringo,Industrials,290.415,187.3956
2019-04-30 00:00:00,P1,John,Consumer Discretionary,87.3732,51.793
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,137.0065,91.532
2019-04-30 00:00:00,P3,George,Financials,185.38,122.1472
2019-04-30 00:00:00,P4,Ringo,Information Technology,114.52,78.0374
2019-04-30 00:00:00,P5,John,Real Estate,179.4467,101.4398
2019-04-30 00:00:00,P1,Paul,Utilities,70.5672,34.6038
2019-04-30 00:00:00,P2,George,Energy,81.8829,59.7996
2019-04-30 00:00:00,P3,Ringo,Consumer Discretionary,88.87,63.5726
2019-04-30 00:00:00,P4,John,Information Technology,55.8855,29.988
2019-04-30 00:00:00,P5,Paul,Materials,51.1262,40.3956
2019-04-30 00:00:00,P1,George,Utilities,120.5155,98.6174
2019-04-30 00:00:00,P2,Ringo,Materials,435.15,295.969898
2019-04-30 00:00:00,P3,John,Consumer Discretionary,79.4988,45.1682
2019-04-30 00:00:00,P4,Paul,Real Estate,187.35,147.147
2019-04-30 00:00:00,P5,George,Information Technology,115.297,88.7194
2019-04-30 00:00:00,P1,Ringo,Real Estate,115.34,89.376
2019-04-30 00:00:00,P2,John,Consumer Discretionary,189.1794,138.0134
2019-04-30 00:00:00,P3,Paul,Utilities,53.51,41.7774
2019-04-30 00:00:00,P4,George,Industrials,65.6453,48.7648
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,174.8538,118.6682
2019-04-30 00:00:00,P1,John,Consumer Discretionary,64.87,51.5284
2019-04-30 00:00:00,P2,Paul,Financials,114.27,73.7646
2019-04-30 00:00:00,P3,George,Industrials,89.76,60.025
2019-04-30 00:00:00,P4,Ringo,Health Care,168.3,119.5698
2019-04-30 00:00:00,P5,John,Financials,73.5012,50.9208
2019-04-30 00:00:00,P1,Paul,Information Technology,34.884,25.137
2019-04-30 00:00:00,P2,George,Financials,40.9959,25.4898
2019-04-30 00:00:00,P3,Ringo,Information Technology,92.904,63.455
2019-04-30 00:00:00,P4,John,Consumer Staples,63.6273,47.873
2019-04-30 00:00:00,P5,Paul,Financials,121.2707,65.366
2019-04-30 00:00:00,P1,George,Consumer Discretionary,50.2029,35.9562
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,77.126,47.5888
2019-04-30 00:00:00,P3,John,Information Technology,108.23,70.4914
2019-04-30 00:00:00,P4,Paul,Energy,34.65,24.0394
2019-04-30 00:00:00,P5,George,Information Technology,121.9575,73.0296
2019-04-30 00:00:00,P1,Ringo,Industrials,62.8119,44.1
2019-04-30 00:00:00,P2,John,Financials,57.8102,44.0118
2019-04-30 00:00:00,P3,Paul,Consumer Staples,147.392,121.6082
2019-04-30 00:00:00,P4,George,Health Care,258.9539,183.2796
2019-04-30 00:00:00,P5,Ringo,Consumer Staples,117.6549,96.87398
2019-04-30 00:00:00,P1,John,Materials,34.0164,18.8454
2019-04-30 00:00:00,P2,Paul,Financials,147.539,111.4848
2019-04-30 00:00:00,P3,George,Consumer Discretionary,117.261,94.276
2019-04-30 00:00:00,P4,Ringo,Health Care,221.9112,148.6562
2019-04-30 00:00:00,P5,John,Consumer Discretionary,111.44,76.3714
2019-04-30 00:00:00,P1,Paul,Consumer Discretionary,105.978,84.1624
2019-04-30 00:00:00,P2,George,Consumer Discretionary,80.6454,65.1112
2019-04-30 00:00:00,P3,Ringo,Financials,93.595,72.0594
2019-04-30 00:00:00,P4,John,Information Technology,89.0208,49.9408
2019-04-30 00:00:00,P5,Paul,Consumer Discretionary,82.68,48.8726
2019-04-30 00:00:00,P1,George,Industrials,327.8076,199.6456
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,52.2242,28.91
2019-04-30 00:00:00,P3,John,Consumer Discretionary,39.9177,24.3138
2019-04-30 00:00:00,P4,Paul,Consumer Discretionary,39.3312,23.814
2019-04-30 00:00:00,P5,George,Consumer Staples,86.343,56.056
2019-04-30 00:00:00,P1,Ringo,Financials,59.085,48.5443
2019-04-30 00:00:00,P2,John,Real Estate,40.71,32.6438
2019-04-30 00:00:00,P3,Paul,Consumer Discretionary,314.86,184.2008
2019-04-30 00:00:00,P4,George,Consumer Discretionary,23.9292,11.172
2019-04-30 00:00:00,P5,Ringo,Consumer Discretionary,22.02305,10.1528
2019-04-30 00:00:00,P1,John,Industrials,145.911,99.0388
2019-04-30 00:00:00,P2,Paul,Industrials,82.2096,55.3798
2019-04-30 00:00:00,P3,George,Health Care,255.8058,153.3602
2019-04-30 00:00:00,P4,Ringo,Industrials,136.8853,100.0776
2019-04-30 00:00:00,P5,John,Industrials,190.89,98.60858
2019-04-30 00:00:00,P1,Paul,Industrials,140.6324,104.909
2019-04-30 00:00:00,P2,George,Health Care,132.3348,93.3548
2019-04-30 00:00:00,P3,Ringo,Financials,58.73,42.679
2019-04-30 00:00:00,P4,John,Consumer Discretionary,84.609,47.089
2019-04-30 00:00:00,P5,Paul,Energy,101.949,59.4762
2019-04-30 00:00:00,P1,George,Health Care,131.5929,76.1754
2019-04-30 00:00:00,P2,Ringo,Real Estate,73.0836,50.764
2019-04-30 00:00:00,P3,John,Information Technology,115.9144,79.5466
2019-04-30 00:00:00,P4,Paul,Industrials,100.54,74.088
2019-04-30 00:00:00,P5,George,Telecommunication Services,54.2223,41.944
2019-04-30 00:00:00,P1,Ringo,Health Care,176.70455,82.7022
2019-04-30 00:00:00,P2,John,Consumer Discretionary,47.1872,21.6874
2019-04-30 00:00:00,P3,Paul,Information Technology,126.88,83.1824
2019-04-30 00:00:00,P4,George,Real Estate,110.6028,64.689898
2019-04-30 00:00:00,P5,Ringo,Materials,139.788,106.771
2019-04-30 00:00:00,P1,John,Consumer Staples,112.1796,65.5522
2019-04-30 00:00:00,P2,Paul,Consumer Staples,89.76,62.5436
2019-04-30 00:00:00,P3,George,Industrials,91.5246,68.159
2019-04-30 00:00:00,P4,Ringo,Health Care,220.2,143.0212
2019-04-30 00:00:00,P5,John,Utilities,69.3891,55.4974
2019-04-30 00:00:00,P1,Paul,Financials,66.9731,48.2846
2019-04-30 00:00:00,P2,George,Real Estate,79.7334,54.1842
2019-04-30 00:00:00,P3,Ringo,Information Technology,93.8546,69.9524
2019-04-30 00:00:00,P4,John,Information Technology,21.7658,18.0222
2019-04-30 00:00:00,P5,Paul,Materials,70.8345,48.2454
2019-04-30 00:00:00,P1,George,Real Estate,38.2689,30.331392
2019-04-30 00:00:00,P2,Ringo,Consumer Discretionary,200.9601,155.624
2019-04-30 00:00:00,P3,John,Energy,33.3333,26.282424
2019-04-30 00:00:00,P4,Paul,Financials,163.35,118.45162
2019-04-30 00:00:00,P5,George,Consumer Discretionary,125.4008,78.5078
2019-04-30 00:00:00,P1,Ringo,Consumer Discretionary,205.6663,90.8166
2019-04-30 00:00:00,P2,John,Utilities,51.1756,40.3368
2019-04-30 00:00:00,P3,Paul,Information Technology,38.1684,26.1072
2019-04-30 00:00:00,P4,George,Information Technology,78.0326,53.8902
2019-04-30 00:00:00,P5,Ringo,Financials,46.3246,33.0946
2019-04-30 00:00:00,P1,John,Industrials,77.5781,45.9228
2019-04-30 00:00:00,P2,Paul,Consumer Discretionary,86.93,61.593
2019-04-30 00:00:00,P3,George,Health Care,130.8202,106.0066
2019-04-30 00:00:00,P4,Ringo,Financials,55.0539,37.6614
2019-04-30 00:00:00,P5,John,Health Care,78.5274,50.96
2019-05-31 00:00:00,P1,John,Industrials,254.5746,171.9802
2019-05-31 00:00:00,P2,Paul,Industrials,68.39,47.9465
2019-05-31 00:00:00,P3,George,Health Care,63.954,41.4344
2019-05-31 00:00:00,P4,Ringo,Health Care,123.3428,58.849
2019-05-31 00:00:00,P5,John,Information Technology,164.226,112.5236
2019-05-31 00:00:00,P1,Paul,Information Technology,76.4439,38.1514
2019-05-31 00:00:00,P2,George,Industrials,229.8672,139.16
2019-05-31 00:00:00,P3,Ringo,Information Technology,202.4055,112.16198
2019-05-31 00:00:00,P4,John,Consumer Discretionary,167.8545,77.2338
2019-05-31 00:00:00,P5,Paul,Information Technology,15.65,9.506
2019-05-31 00:00:00,P1,George,Utilities,11.809,9.8
